Customer ID,Product ID,Category,Sub-Category,Product Name
EP-13915,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax
ME-17320,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
IG-15085,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934
JS-15940,OFF-LA-10002195,Office Supplies,Labels,Avery 481
BO-11425,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders
VW-21775,OFF-AR-10001315,Office Supplies,Art,Newell 310
AB-10150,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack"
JW-16075,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope
JW-16075,OFF-AR-10001955,Office Supplies,Art,Newell 319
JE-15475,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table
EB-13750,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
PK-18910,OFF-LA-10001641,Office Supplies,Labels,Avery 518
CS-12400,OFF-AR-10003732,Office Supplies,Art,Newell 333
SG-20470,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
CM-12190,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
CL-12565,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
JO-15550,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster
AW-10840,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
AW-10840,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
DV-13465,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
AH-10075,OFF-AR-10003504,Office Supplies,Art,Newell 347
SC-20095,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair
SC-20095,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes
SC-20095,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard
SC-20095,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs
MC-18100,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder
MC-18100,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
TT-21460,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File
AP-10720,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949
DL-12865,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"
NP-18325,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
NP-18325,FUR-TA-10002607,Furniture,Tables,KI Conference Tables
NP-18325,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray"
NP-18325,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System
NP-18325,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque
NP-18325,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
NP-18325,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
NP-18325,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886
NP-18325,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
NP-18325,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard
VG-21805,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener
MY-18295,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
MY-18295,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps
RD-19480,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home�Telephone
JF-15490,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams
DP-13390,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases
MD-17350,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair
MY-17380,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock
AB-10150,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901
AB-10150,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
AB-10150,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670"
AB-10150,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
GB-14530,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
CA-12775,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
ME-17725,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
JO-15280,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger
JO-15280,OFF-AR-10000823,Office Supplies,Art,Newell 307
JO-15280,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener
JO-15280,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
JO-15280,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
JO-15280,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels
ML-17395,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases
ML-17395,TEC-PH-10000441,Technology,Phones,VTech DS6151
ML-17395,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
YS-21880,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart
PL-18925,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad
JK-16120,OFF-LA-10002787,Office Supplies,Labels,Avery 480
JK-16120,OFF-LA-10002043,Office Supplies,Labels,Avery 489
JK-16120,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers
PN-18775,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers
PN-18775,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
JC-15385,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
JC-15385,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
JC-15385,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
JC-15385,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
JG-15160,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone
JG-15160,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System
PO-19180,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"
MC-17275,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair
AS-10240,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
AS-10240,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
CL-12565,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
CL-12565,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898
CL-12565,OFF-PA-10004451,Office Supplies,Paper,Xerox 222
CL-12565,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File
CL-12565,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
NW-18400,OFF-PA-10001166,Office Supplies,Paper,Xerox 2
NW-18400,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
NW-18400,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
TB-21280,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
TB-21280,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
TB-21280,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
TB-21280,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
BS-11380,OFF-FA-10003112,Office Supplies,Fasteners,Staples
FH-14365,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer
FH-14365,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier
FH-14365,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper
VM-21685,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
VM-21685,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box"
SF-20200,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts
SF-20200,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone
HH-15010,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940
HH-15010,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986
CD-12280,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager
CD-12280,TEC-AC-10003832,Technology,Accessories,Imation�16GB Mini TravelDrive USB 2.0�Flash Drive
CD-12280,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC
CD-12280,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders"
CD-12280,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
HL-15040,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back"
TH-21100,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router
MM-18055,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series"
MM-18055,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders
QJ-19255,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
QJ-19255,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets
NS-18505,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
NS-18505,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
NS-18505,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins
NS-18505,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
NS-18505,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925
NS-18505,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
MM-17920,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
RD-19480,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
RB-19645,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
RD-19585,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
SW-20455,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
SF-20965,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
SF-20965,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
EB-13930,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts
EB-13930,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
SB-20290,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
SB-20290,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
SB-20290,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame
SB-20290,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit
PS-18760,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887
CB-12535,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
DK-12835,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
DK-12835,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages
DK-12835,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
AW-10840,OFF-PA-10000788,Office Supplies,Paper,Xerox 210
AW-10840,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp
TS-21610,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables
HF-14995,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
HF-14995,OFF-BI-10004182,Office Supplies,Binders,Economy Binders
HZ-14950,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
AB-10255,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive
PO-19195,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB
PO-19195,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
PO-19195,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
AG-10900,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge
AG-10900,OFF-LA-10002381,Office Supplies,Labels,Avery 497
SC-20725,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table
ND-18370,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs
ND-18370,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs
ND-18370,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper
CD-12790,OFF-FA-10001843,Office Supplies,Fasteners,Staples
PG-18820,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
IM-15070,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers
JK-15205,OFF-LA-10003077,Office Supplies,Labels,Avery 500
JK-15205,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60
JK-15205,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page"
JK-15205,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black"
JK-15205,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford
JK-15205,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
JP-15520,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books
MM-18055,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
DC-13285,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
JL-15835,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
BN-11515,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector
BN-11515,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System
BN-11515,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
BN-11515,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back"
BN-11515,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders
KD-16345,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C
KD-16345,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse
KD-16345,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish"
JK-15370,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator
JK-15370,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
JK-15370,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
FM-14215,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
CA-12265,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
CA-12265,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
KD-16495,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads
KD-16495,OFF-PA-10001804,Office Supplies,Paper,Xerox 195
LH-17155,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
LH-17155,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners
AG-10675,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier
AG-10675,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset
AG-10675,OFF-AR-10002833,Office Supplies,Art,Newell 322
DB-13120,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
DB-13120,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
DB-13120,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
ED-13885,OFF-LA-10000262,Office Supplies,Labels,Avery 494
MC-18100,OFF-PA-10004355,Office Supplies,Paper,Xerox 231
MC-18100,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
MC-18100,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
MC-18100,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad
BM-11785,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters
EM-14065,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders
EM-14065,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper
DA-13450,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985
DA-13450,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils
MO-17800,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table
JW-15955,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
VW-21775,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
VW-21775,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940
VW-21775,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962
TT-21460,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945
TT-21460,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster
SL-20155,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges
RM-19375,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
MB-18085,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"
AG-10900,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
AG-10900,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black"
AG-10900,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
ML-17755,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors"
ML-17755,OFF-LA-10004484,Office Supplies,Labels,Avery 476
ML-17755,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
ML-17755,OFF-LA-10002034,Office Supplies,Labels,Avery 478
CC-12685,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
CC-12685,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
SC-20770,OFF-SU-10001935,Office Supplies,Supplies,Staple remover
SC-20770,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
GG-14650,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h"
GG-14650,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB
MY-18295,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
MY-18295,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders
MY-18295,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils
MY-18295,OFF-LA-10000452,Office Supplies,Labels,Avery 488
DP-13000,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919
DP-13000,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils
BD-11770,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads
BD-11770,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart
CB-12535,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books
CB-12535,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
JE-15610,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940
JE-15610,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
JE-15610,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco
JE-15610,TEC-PH-10001615,Technology,Phones,AT&T CL82213
RP-19855,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
RP-19855,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
RP-19855,TEC-AC-10004568,Technology,Accessories,Maxell�LTO Ultrium - 800 GB
RA-19915,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper
RP-19390,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
RP-19390,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
TB-21175,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black"
BE-11455,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener
MR-17545,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case
MR-17545,TEC-PH-10000455,Technology,Phones,GE 30522EE2
MR-17545,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
RM-19375,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
JF-15565,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips
JF-15565,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
AS-10135,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
JA-15970,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips
JA-15970,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener
JA-15970,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705
GK-14620,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2
GK-14620,OFF-PA-10002005,Office Supplies,Paper,Xerox 225
GK-14620,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
PB-19210,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s
HK-14890,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
HK-14890,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929
FO-14305,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables
BT-11680,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
BT-11680,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
SP-20620,FUR-TA-10002607,Furniture,Tables,KI Conference Tables
LL-16840,OFF-LA-10000443,Office Supplies,Labels,Avery 501
LL-16840,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
MC-17575,OFF-LA-10001771,Office Supplies,Labels,Avery 513
JL-15235,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier
JL-15235,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black"
EA-14035,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room
EA-14035,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins
EA-14035,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black"
EA-14035,OFF-PA-10000809,Office Supplies,Paper,Xerox 206
SA-20830,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
SA-20830,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive
SA-20830,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
CH-12070,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini
ND-18460,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931
BS-11755,TEC-PH-10002885,Technology,Phones,Apple iPhone 5
SL-20155,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone
SL-20155,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table
GB-14530,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair
AS-10045,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer
AS-10045,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998
RM-19375,OFF-AR-10003056,Office Supplies,Art,Newell 341
NH-18610,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center
BF-10975,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
BF-10975,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
BF-10975,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner
BF-10975,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916
KH-16330,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools
FA-14230,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels
